# global_node  layer_id  local_node  bias
954 2 170 -5.8113276958465576e-02
955 2 171 -4.5170839875936508e-02
956 2 172 1.0594729334115982e-01
957 2 173 1.0293099097907543e-02
958 2 174 4.9270369112491608e-02
959 2 175 8.8592290878295898e-02
960 2 176 -1.2226619757711887e-02
961 2 177 -2.2973394952714443e-03
962 2 178 -1.2072236090898514e-01
963 2 179 -3.3980429172515869e-02
964 2 180 -9.3753943219780922e-03
965 2 181 -2.5655388832092285e-02
966 2 182 -1.4055364765226841e-02
967 2 183 -5.7129566557705402e-03
968 2 184 3.4933291375637054e-02
969 2 185 1.0589550249278545e-02
970 2 186 1.3910604640841484e-02
971 2 187 1.1714331805706024e-02
972 2 188 1.0620824992656708e-01
973 2 189 4.5895557850599289e-02
974 2 190 1.1130062630400062e-03
975 2 191 -3.7612646818161011e-02
976 2 192 1.1939986050128937e-01
977 2 193 7.3130145668983459e-02
978 2 194 1.4896221458911896e-02
979 2 195 3.3192828297615051e-02
980 2 196 -2.2195396944880486e-02
981 2 197 -1.0530380532145500e-02
982 2 198 -6.6841701045632362e-03
983 2 199 6.0124084353446960e-02
984 2 200 -2.2587919607758522e-02
985 2 201 5.6938581168651581e-02
986 2 202 -1.5392446890473366e-02
987 2 203 4.8036858439445496e-02
988 2 204 2.3598348721861839e-02
989 2 205 6.1356525868177414e-02
990 2 206 -7.5475171208381653e-02
991 2 207 -1.4121004380285740e-02
992 2 208 -5.1429979503154755e-02
993 2 209 2.5771485641598701e-02
994 2 210 1.6841633245348930e-02
995 2 211 3.0030775815248489e-02
996 2 212 3.7388417869806290e-02
997 2 213 4.0418643504381180e-02
998 2 214 -1.1919329874217510e-02
999 2 215 9.9259823560714722e-02
1000 2 216 3.2324332743883133e-02
1001 2 217 -2.6762180030345917e-02
1002 2 218 3.4700162708759308e-02
1003 2 219 -2.9523898847401142e-03
1004 2 220 -6.0064017772674561e-02
1005 2 221 3.2215893268585205e-02
1006 2 222 -7.2003044188022614e-02
1007 2 223 4.8837557435035706e-02
1008 2 224 -6.1345444992184639e-03
1009 2 225 1.8048495054244995e-02
1010 2 226 5.8606259524822235e-02
1011 2 227 3.3419266343116760e-02
1012 2 228 7.1963149821385741e-04
1013 2 229 -9.0573029592633247e-03
1014 2 230 8.2971207797527313e-02
1015 2 231 4.9153976142406464e-02
1016 2 232 -2.3445487022399902e-02
1017 2 233 3.2625284045934677e-02
1018 2 234 -8.6602084338665009e-03
1019 2 235 5.3408931940793991e-02
1020 2 236 5.3939506411552429e-02
1021 2 237 -9.3160895630717278e-03
1022 2 238 2.5817029178142548e-02
1023 2 239 -3.3682398498058319e-02
1024 2 240 1.5342143177986145e-01
1025 2 241 5.3764572367072105e-03
1026 2 242 6.3271209597587585e-02
1027 2 243 3.2699726521968842e-02
1028 2 244 4.0477037429809570e-02
1029 2 245 1.6962282359600067e-02
1030 2 246 1.9762827083468437e-02
1031 2 247 1.0457973927259445e-02
1032 2 248 2.4861542508006096e-02
1033 2 249 -1.3649731874465942e-02
1034 2 250 6.3107706606388092e-02
1035 2 251 2.6958419475704432e-03
1036 2 252 2.8533276170492172e-02
1037 2 253 -8.3871670067310333e-03
1038 2 254 1.6634946689009666e-02
1039 2 255 3.7759456783533096e-02
1040 2 256 1.1901077628135681e-01
1041 3 1 -2.1580785512924194e-01
1042 3 2 9.0731635689735413e-02
1043 3 3 -4.5566704124212265e-02
1044 3 4 -1.1178942769765854e-01
1045 3 5 1.3106815516948700e-02
1046 3 6 1.3851772248744965e-01
1047 3 7 4.4023888185620308e-03
1048 3 8 1.1935499310493469e-01
1049 3 9 -1.1992078274488449e-02
1050 3 10 1.9034704193472862e-02
