id,stability,max_real_part,max_kappa_in,min_kappa_in,max_kappa_out,min_kappa_out
126,stable,-10.00000000000000,3.284904524160083,-3.591296672180761,1.696463849395514,-1.969624035060406
127,stable,-10.00000000000000,6.342916016466916,-2.852154743246501,1.940224322956055,-2.330842785537243
128,stable,-10.00000000000000,6.133445805520751,-4.150822670198977,1.613753413403174,-2.058872329071164
129,stable,-10.00000000000000,2.756661234889179,-6.572945734253153,1.913544016351807,-1.937383562326431
130,stable,-10.00000000000000,3.994821042520925,-5.114155167015269,1.711057355627418,-1.936935285106301
131,stable,-10.00000000000000,4.431452941615134,-7.311618688341696,1.867529951967299,-1.809682970866561
132,stable,-10.00000000000000,5.647747590905055,-4.015782213740749,1.931836689822376,-2.006107115186751
133,stable,-10.00000000000000,5.427426987909712,-5.451794492080808,1.889038339257240,-2.131814712658525
134,stable,-10.00000000000000,4.714162307704100,-3.175351095153019,1.909585278481245,-2.456670863553882
135,stable,-10.00000000000000,6.669668806018308,-5.940496057242854,2.258457597345114,-1.929668949451298
136,stable,-10.00000000000000,5.492818836122751,-8.679760782979429,1.824822559952736,-2.417163090780377
137,stable,-10.00000000000000,5.740894971910166,-2.953463797108270,1.646268733835313,-1.830102622509003
138,stable,-10.00000000000000,5.590725098969415,-4.749325085605960,1.588167712558061,-2.055498784407973
139,stable,-10.00000000000000,6.654124368680641,-7.294559823349118,1.860732802539133,-1.496882776758866
140,stable,-10.00000000000000,8.275537143228576,-4.018888201098889,2.159940355457366,-1.502870537340641
141,stable,-10.00000000000000,5.968628051574342,-4.046708101523109,1.876466587651521,-3.352803848683834
142,stable,-10.00000000000000,5.054422166082077,-4.308558161224937,1.521372511720983,-1.822069888934493
143,stable,-10.00000000000000,5.286438807961531,-3.287392778904177,2.177323703654110,-2.136787947267294
144,stable,-10.00000000000000,4.229599984129891,-3.849030121549731,2.031790927620023,-1.744490442797542
145,stable,-10.00000000000000,4.200014562346041,-3.063163665123284,1.711084097623825,-1.974476758390665
146,stable,-10.00000000000000,5.536242507630959,-4.331941271986580,2.134130741469562,-1.988929774612188
147,stable,-10.00000000000000,6.359654643922113,-5.084275285247713,1.650084644556046,-2.076598439365625
148,stable,-10.00000000000000,5.944381582608912,-2.464505818177713,1.549287392757833,-2.052811359521002
149,stable,-10.00000000000000,7.277716940385289,-3.732287576771341,2.035321489653143,-2.239823724143207
150,stable,-10.00000000000000,5.568244950845838,-4.411345598055050,2.056377233006060,-1.798971433192492
151,stable,-10.00000000000000,4.915457119117491,-6.330773267196491,1.804195618256927,-1.678512768819928
152,stable,-10.00000000000000,5.816380675678374,-5.583820011903299,1.960827089846134,-2.331829553470016
153,stable,-10.00000000000000,5.573872868961189,-3.689109498634934,2.048417005687952,-2.132770552299917
154,stable,-10.00000000000000,4.842975250678137,-7.110158219584264,1.771683521568775,-2.182123834267259
155,stable,-10.00000000000000,5.550091032055207,-4.820141422911547,1.825212540282109,-2.239171579480171
156,stable,-10.00000000000000,6.734094910556450,-5.998400151729584,1.724529317027191,-1.675498167052865
157,stable,-10.00000000000000,5.177614478190662,-3.315769523673225,1.841459101065993,-2.207921221852303
158,stable,-10.00000000000000,5.849061667337082,-6.292418973345775,1.806164228017678,-1.658468819223344
159,stable,-10.00000000000000,5.032755477819592,-3.402162614627741,1.727917255935608,-1.447448134422302
160,stable,-10.00000000000000,6.601480812067166,-7.274682108050911,1.804378330707550,-2.332139455713332
161,stable,-10.00000000000000,6.568630212219432,-6.411649040586781,2.107582170516253,-1.738593684509397
162,stable,-10.00000000000000,8.456928033265285,-5.148523989773821,1.976147654713714,-2.487248404184356
163,stable,-10.00000000000000,5.976310671685496,-6.901490693911910,2.013123262673616,-2.241065420210361
164,stable,-10.00000000000000,2.879106614331249,-1.735625707169675,1.828665553592145,-1.733432789333165
165,stable,-10.00000000000000,4.040747361083049,-5.247882861178368,2.571765311527997,-1.787645298987627
166,stable,-10.00000000000000,7.569552523898892,-5.855698877945542,2.043695945292711,-1.802894847467542
167,stable,-10.00000000000000,4.575880983844399,-3.944965283269994,2.011763520538807,-2.775279341265559
168,stable,-10.00000000000000,4.914254178584088,-3.355748925376247,2.296684514731169,-2.116262230556458
169,stable,-10.00000000000000,3.594385344069451,-4.715778857120313,1.777157014235854,-2.161225644871593
170,stable,-10.00000000000000,8.015989474719390,-5.136130156199215,2.382803417742252,-1.956106722820550
171,stable,-10.00000000000000,7.473206878174096,-4.304083180701127,2.142015905119479,-2.451999619603157
172,stable,-10.00000000000000,4.828173536225222,-2.541610157117248,2.134989144047722,-2.252312942218850
173,stable,-10.00000000000000,4.328413028735667,-4.053169564227574,1.788342826068401,-1.839119854383171
174,stable,-10.00000000000000,4.547564200824127,-4.276365586614702,2.001128863543272,-2.418129853904247
175,stable,-10.00000000000000,5.149537592078559,-3.669170840032166,1.847952239215374,-2.196679528802633
176,stable,-10.00000000000000,4.987028733827174,-4.894755710352911,1.538548290729523,-1.769835351966321
177,stable,-10.00000000000000,5.757623473415151,-10.26902414578944,1.932155545800924,-1.736621581723739
178,stable,-10.00000000000000,4.186349899391644,-4.941189988254337,1.756099155172706,-2.104638114571571
179,stable,-10.00000000000000,2.995219481061213,-2.441949848434888,1.870396568556316,-1.858361624181271
180,stable,-10.00000000000000,7.644793074083282,-6.498065216204850,1.637081442244380,-1.867553744465113
181,stable,-10.00000000000000,3.890556539874524,-4.366579956549685,1.668864276260138,-2.775491595268250
182,stable,-10.00000000000000,4.232180114253424,-2.631683670450002,2.350170359015465,-1.566904604434967
183,stable,-10.00000000000000,5.011987721547484,-6.117778426036239,1.761317519471049,-1.806536935269833
184,stable,-10.00000000000000,3.018010730600508,-2.963562546501635,1.969071340747178,-2.344028120860457
185,stable,-10.00000000000000,5.563226889149519,-5.305441933451220,1.928235892206430,-1.612190029321937
186,stable,-10.00000000000000,3.691623837803490,-4.152753486967413,2.027473294700030,-1.836431749165058
187,stable,-10.00000000000000,7.370744269923307,-8.496356047457084,1.669124830637884,-1.551592010073364
188,stable,-10.00000000000000,5.618408527981956,-4.442638986802194,1.694187982007861,-1.895177902653813
189,stable,-10.00000000000000,5.924052536836825,-5.954013480804861,1.913896403741091,-1.847085753455758
190,stable,-10.00000000000000,4.438653065997642,-3.410230958310422,1.547095242887735,-2.056689097546041
191,stable,-10.00000000000000,6.861809894267935,-7.882488625560654,1.571035008251783,-1.588596658315510
192,stable,-10.00000000000000,4.071006143378327,-2.541763444431126,2.227578342426568,-2.097286842763424
193,stable,-10.00000000000000,5.371106210892322,-6.422739636735059,1.794202921912074,-1.866857779386919
194,stable,-10.00000000000000,5.122526157763787,-4.025839746318525,1.628367427736521,-1.962817300111055
195,stable,-10.00000000000000,2.765342609029176,-1.990687844263448,1.819096089549021,-1.505898103117943
196,stable,-10.00000000000000,6.579844823339954,-2.357182749517960,1.635825485602254,-2.518262932077050
197,stable,-10.00000000000000,3.928656120027881,-3.382745168055408,2.213349405676126,-1.824581147171557
198,stable,-10.00000000000000,4.772995948180323,-4.446333209023578,2.016062857364886,-1.952386351302266
199,stable,-10.00000000000000,6.443550428375602,-7.481169645790942,2.153884568288049,-2.133477035909891
200,stable,-10.00000000000000,4.631624075322179,-5.073926965007558,2.162855068221688,-1.702675785869360
201,stable,-10.00000000000000,3.669171132263727,-5.559082274092361,2.104678787291050,-2.421160855330527
202,stable,-10.00000000000000,6.589821548201144,-2.790144281927496,1.795823597967683,-2.563343238085508
203,stable,-10.00000000000000,8.951774188317358,-5.090942977694795,2.135138674871996,-1.770902729593217
204,stable,-10.00000000000000,4.467325321980752,-4.515233927057125,1.906419664443774,-2.451228678226471
205,stable,-10.00000000000000,6.068192858831026,-5.143132511642762,1.793178141117096,-1.874830905348063
206,stable,-10.00000000000000,6.017405416350812,-7.498292335309088,1.626554887858219,-2.110013991594315
207,stable,-10.00000000000000,4.340097612235695,-2.833398604183458,1.924706231802702,-2.210292879492044
208,stable,-10.00000000000000,6.842643470503390,-5.291033418790903,1.785170275397832,-1.727510016411543
209,stable,-10.00000000000000,4.690191932721063,-6.237634350021835,1.817132081370801,-1.798771847039461
210,stable,-10.00000000000000,4.678544383583358,-4.660610931459814,2.183586090803146,-2.114958463236690
211,stable,-10.00000000000000,6.716403780155815,-5.877892097341828,1.831127603072673,-1.785237424075603
212,stable,-10.00000000000000,4.928864357993007,-8.317720410035690,1.634882889688015,-2.054789659567177
213,stable,-10.00000000000000,5.713900363538414,-5.227479128836421,1.600675958528882,-1.663077896460891
214,stable,-10.00000000000000,7.154620421817526,-6.799865042383317,1.853417826816440,-1.579004772938788
215,stable,-10.00000000000000,5.158266319078393,-4.706126546836458,1.874714769004640,-1.743282664567232
216,stable,-10.00000000000000,6.075874773436226,-4.767784944648156,2.030727134086192,-1.866352108307183
217,stable,-10.00000000000000,5.088729427254293,-5.195808262185892,1.637875664979219,-2.224381288513541
218,stable,-10.00000000000000,4.255975414911518,-7.674010603688657,1.822049349546432,-2.088971629738808
219,stable,-10.00000000000000,5.311999998288229,-6.293523661122890,1.660049818026891,-1.908117216080427
220,stable,-10.00000000000000,2.734045235207304,-4.055866946000606,2.003172538265062,-1.822162800934166
221,stable,-10.00000000000000,4.097511102678254,-4.073154191020876,1.702310384280281,-1.658696202095598
222,stable,-10.00000000000000,8.638436932815239,-6.615025078179315,2.227821138687432,-2.046273315558210
223,stable,-10.00000000000000,3.717879816424102,-3.102995955152437,2.129652485251427,-2.245122462045401
224,stable,-10.00000000000000,5.309822797134984,-6.253308705810923,1.918487243354321,-1.890912398695946
225,stable,-10.00000000000000,4.128256198368035,-2.753586687613279,1.939971178275300,-2.253152377903461
226,stable,-10.00000000000000,4.747272289590910,-7.216433612862602,2.093072902411222,-1.867706293240190
227,stable,-10.00000000000000,3.579604179249145,-2.522699248918798,1.834594674408436,-1.795631587505341
228,stable,-10.00000000000000,4.389349088887684,-5.229337853379548,1.836929028853774,-1.906240854412317
229,stable,-10.00000000000000,5.473278814810328,-7.501388182863593,1.922815464437008,-1.559719922952354
230,stable,-10.00000000000000,6.479351475718431,-4.821335115062539,1.878670910373330,-1.874114777892828
231,stable,-10.00000000000000,5.200299135060050,-4.253376898821443,2.123865682631731,-1.943576132878661
232,stable,-10.00000000000000,3.782603190164082,-2.265182295755949,1.930130533874035,-1.995974821969867
233,stable,-10.00000000000000,5.293145260773599,-4.869018004450481,1.965653343126178,-2.122871277853847
234,stable,-10.00000000000000,8.673651155084372,-6.599513925903011,2.003092158585787,-1.940127830952406
235,stable,-10.00000000000000,4.020234647148754,-6.534754932625219,2.004623658955097,-2.362371603026986
236,stable,-10.00000000000000,4.778460032917792,-2.761544667300768,2.048499057069421,-1.831939573399723
237,stable,-10.00000000000000,9.209323786664754,-7.942850338935386,1.967869382351637,-1.663363081403077
238,stable,-10.00000000000000,7.047556561301462,-4.855915346182883,2.128954492509365,-2.485473383218050
239,stable,-10.00000000000000,6.674544171430171,-6.213791190471966,1.714327357476577,-2.021483794320375
240,stable,-10.00000000000000,5.707555982866324,-5.414601163938642,2.087047876237193,-1.997552326880395
241,stable,-10.00000000000000,4.925367380172247,-5.592857704148628,2.076537907123566,-1.692169955931604
242,stable,-10.00000000000000,8.439528668764979,-3.510117026278749,1.793864343315363,-1.700860820710659
243,stable,-10.00000000000000,4.206706925295293,-6.750394842936657,1.847616616636515,-1.729429230093956
244,stable,-10.00000000000000,3.657662730984157,-4.424339241813868,2.168979798443615,-1.675198402255774
245,stable,-10.00000000000000,4.437486769456882,-6.151042946497910,1.947352539747953,-2.174869515001774
246,stable,-10.00000000000000,5.463379829074256,-6.376829916844144,1.678129622712731,-1.845549377147108
247,stable,-10.00000000000000,3.760938464023639,-5.868674563476816,2.061364859342575,-2.086907974909991
248,stable,-10.00000000000000,5.542750037566293,-5.587721040938050,1.585447072480747,-2.355105377733707
249,stable,-10.00000000000000,4.365583868697286,-8.027968724112725,1.759311028377851,-1.939825425157323
250,stable,-10.00000000000000,5.281962905544788,-3.552267133229179,1.781548899598420,-2.066313558258116
251,stable,-10.00000000000000,6.045408823760226,-5.895521264290437,1.753058863803744,-1.804603586904705
252,stable,-10.00000000000000,3.598781223787228,-3.806563525402453,1.982073178980500,-2.504842500202358
253,stable,-10.00000000000000,3.719126254436560,-6.415757756796665,1.749610040067637,-2.281191281974316
254,stable,-10.00000000000000,7.808950934442692,-2.732673475984484,1.793966755270958,-1.506379447877407
255,stable,-10.00000000000000,3.908191182230439,-5.795709228463238,2.199379827827215,-2.078317583538592
256,stable,-10.00000000000000,5.766217952303123,-6.640428752172738,1.933667078614235,-1.979049491696060
257,stable,-10.00000000000000,5.146177735616220,-4.613431019417476,2.262439846992493,-2.144738618517295
258,stable,-10.00000000000000,4.820901856408454,-5.000750956009142,2.113624279852957,-1.566591910086572
259,stable,-10.00000000000000,4.942749327165075,-4.214343596540857,2.019410595297813,-1.957572926941793
260,stable,-10.00000000000000,6.077929648570716,-2.917194663663395,1.844267416672665,-1.692490570247173
261,stable,-10.00000000000000,4.053794840234332,-3.252298436942510,1.886768124997616,-1.961103233974427
262,stable,-10.00000000000000,4.958817114355043,-3.303660681063775,1.983900038525462,-2.391478324308991
263,stable,-10.00000000000000,6.503113027021755,-7.331794694939163,1.923747080378234,-2.800001450814307
264,stable,-10.00000000000000,5.628128265612759,-5.497701595653780,2.355309098260477,-2.448586929589510
265,stable,-10.00000000000000,5.152798074297607,-4.791433529579081,1.679821733385324,-2.229286737740040
266,stable,-10.00000000000000,4.637553598906379,-4.088734007906169,1.853428679583885,-2.726702505722642
267,stable,-10.00000000000000,5.615572402632097,-6.043215148150921,2.040199250470323,-1.849994030215385
268,stable,-10.00000000000000,4.575976565014571,-5.577204128145240,2.238803941756487,-1.627250863239169
269,stable,-10.00000000000000,4.684945366811007,-10.30534415715374,2.035253666341305,-2.335620796307921
270,stable,-10.00000000000000,6.055259486340219,-6.922246547474060,1.952456213010009,-2.320985458791256
271,stable,-10.00000000000000,4.147961848997511,-5.732265693950467,2.415456309914589,-1.543959910050035
272,stable,-10.00000000000000,3.668460377724841,-5.861323014833033,1.751307442410507,-1.670228071510792
273,stable,-10.00000000000000,3.923218295036349,-4.280945749138482,1.813714651856571,-1.859307116828859
274,stable,-10.00000000000000,4.476837761001661,-5.234373434330337,1.859419921456720,-1.533540910317242
275,stable,-10.00000000000000,7.229988040402532,-6.822327741247136,2.104477738961577,-1.759692627936602
276,stable,-10.00000000000000,4.480272514891112,-4.703351525939070,1.809488378465176,-2.265749644488096
277,stable,-10.00000000000000,3.654270624887431,-3.605463921878254,1.919146063737571,-1.432301916182041
278,stable,-10.00000000000000,3.125902432599105,-4.090992219833424,1.817220274358988,-2.380127492360771
279,stable,-10.00000000000000,4.385341226385208,-4.310088070284110,1.861503144726157,-1.793165430426598
280,stable,-10.00000000000000,3.527269117999822,-3.280476137879305,1.737796969959163,-1.642698162235320
281,stable,-10.00000000000000,3.537874799221754,-2.275275823310949,1.884505566587904,-1.902786269783974
282,stable,-10.00000000000000,9.760196451825323,-4.062204128946178,1.650526463985443,-1.942022319883108
283,stable,-10.00000000000000,4.817326277494431,-4.466270072211046,1.958929791522678,-2.069905070587993
284,stable,-10.00000000000000,4.272842039237730,-4.081165159353986,1.686108503461583,-1.774405190721154
285,stable,-10.00000000000000,8.679890338331461,-8.450289682601579,1.831670921412297,-1.836469287052751
286,stable,-10.00000000000000,4.211579728670586,-4.262941189866979,1.837925706058741,-1.910446375608444
287,stable,-10.00000000000000,4.960024184460053,-3.477516052778810,1.780784584581852,-1.946256067603827
288,stable,-10.00000000000000,5.305458748392994,-4.488180008600466,1.703389668837190,-2.365685478784144
289,stable,-10.00000000000000,4.993154873838648,-3.871183394105174,1.740684290882200,-2.018702177330852
