# global_node  layer_id  local_node  bias
842 2 58 -2.9364304617047310e-02
843 2 59 -2.9025681316852570e-02
844 2 60 -1.0768451727926731e-02
845 2 61 9.4197392463684082e-02
846 2 62 2.3054730147123337e-02
847 2 63 2.7600660920143127e-02
848 2 64 1.4888955047354102e-03
849 2 65 7.8164607286453247e-02
850 2 66 8.1959925591945648e-02
851 2 67 7.4133485555648804e-02
852 2 68 8.2199387252330780e-03
853 2 69 3.9382852613925934e-02
854 2 70 6.7896068096160889e-02
855 2 71 2.8398463502526283e-02
856 2 72 -1.6101764515042305e-02
857 2 73 -6.7755185067653656e-02
858 2 74 -2.6878302916884422e-02
859 2 75 3.2867074012756348e-02
860 2 76 -1.6479728743433952e-02
861 2 77 -5.0064612179994583e-02
862 2 78 8.7784446775913239e-02
863 2 79 -1.5903143212199211e-02
864 2 80 -4.7961291857063770e-03
865 2 81 6.7432154901325703e-03
866 2 82 1.5962854027748108e-02
867 2 83 -8.2993879914283752e-02
868 2 84 2.4793308228254318e-02
869 2 85 -1.5374925918877125e-02
870 2 86 7.0165991783142090e-02
871 2 87 1.2015487998723984e-01
872 2 88 2.9851624742150307e-02
873 2 89 -6.7170471884310246e-03
874 2 90 3.6764349788427353e-02
875 2 91 3.4334525465965271e-02
876 2 92 5.5545616894960403e-02
877 2 93 -1.2238530442118645e-02
878 2 94 9.4193574041128159e-03
879 2 95 6.5913252532482147e-02
880 2 96 5.3064901381731033e-02
881 2 97 1.2713848613202572e-02
882 2 98 -6.0347083956003189e-02
883 2 99 -8.0058099702000618e-03
884 2 100 5.0755545496940613e-02
885 2 101 4.1534606367349625e-02
886 2 102 5.5952649563550949e-02
887 2 103 1.1527871713042259e-02
888 2 104 3.0157128348946571e-02
889 2 105 -1.1786189861595631e-02
890 2 106 1.7207223922014236e-02
891 2 107 -2.8349386993795633e-03
892 2 108 6.5053920261561871e-03
893 2 109 -3.5772686824202538e-03
894 2 110 -2.0815340802073479e-02
895 2 111 1.4470796100795269e-02
896 2 112 4.5003946870565414e-02
897 2 113 2.0359916612505913e-02
898 2 114 3.4523834474384785e-03
899 2 115 1.3315294869244099e-02
900 2 116 6.9937026128172874e-03
901 2 117 9.1787828132510185e-03
902 2 118 2.5130111724138260e-02
903 2 119 4.9325857311487198e-02
904 2 120 1.9407588988542557e-02
905 2 121 1.5619643963873386e-02
906 2 122 -1.5897804871201515e-02
907 2 123 -4.9582388252019882e-02
908 2 124 9.4233706593513489e-02
909 2 125 3.1394749879837036e-02
910 2 126 9.0599611401557922e-02
911 2 127 -2.5888660456985235e-03
912 2 128 -2.2381342947483063e-02
913 2 129 -1.2040789239108562e-02
914 2 130 1.0377385467290878e-01
915 2 131 -9.5274681225419044e-03
916 2 132 6.4313612878322601e-02
917 2 133 2.3350490257143974e-02
918 2 134 -4.5699141919612885e-02
919 2 135 6.1729025095701218e-02
920 2 136 2.2063149139285088e-02
921 2 137 4.0114019066095352e-02
922 2 138 -7.8634489327669144e-03
923 2 139 -6.8248375318944454e-03
924 2 140 4.9299974925816059e-03
925 2 141 3.6503758281469345e-02
926 2 142 2.1944902837276459e-03
927 2 143 2.0863970741629601e-02
928 2 144 1.2049031443893909e-02
929 2 145 1.2665392458438873e-01
930 2 146 2.4280643090605736e-02
931 2 147 5.5302869528532028e-02
932 2 148 3.7178290076553822e-03
933 2 149 5.0323225557804108e-02
934 2 150 6.9099284708499908e-02
935 2 151 -5.6620826944708824e-03
936 2 152 3.1749933958053589e-02
937 2 153 -2.1723650395870209e-02
938 2 154 -6.5099544823169708e-02
939 2 155 1.5334291383624077e-02
940 2 156 -2.5085721164941788e-02
941 2 157 -1.2303016846999526e-03
942 2 158 3.6536984145641327e-02
943 2 159 5.0756257027387619e-02
944 2 160 7.7025376260280609e-02
945 2 161 7.9399056732654572e-02
946 2 162 6.5325573086738586e-02
947 2 163 -1.7774807289242744e-02
948 2 164 2.1350340917706490e-02
949 2 165 -4.5678229071199894e-03
950 2 166 5.7634565979242325e-02
951 2 167 2.4864435195922852e-02
952 2 168 3.6049071699380875e-02
953 2 169 1.1364436708390713e-02
954 2 170 -2.2004026919603348e-02
955 2 171 -2.8251649346202612e-03
956 2 172 -6.0175877064466476e-02
957 2 173 5.8637922629714012e-03
958 2 174 4.2175471782684326e-02
959 2 175 7.9002991318702698e-02
960 2 176 3.2378505915403366e-02
961 2 177 -2.1726500242948532e-02
962 2 178 1.0920717380940914e-02
963 2 179 -8.1433337181806564e-03
964 2 180 5.8239381760358810e-03
965 2 181 -6.9640919566154480e-02
966 2 182 1.5817280113697052e-01
967 2 183 4.1573930531740189e-02
968 2 184 1.2628208100795746e-01
969 2 185 -1.0117958299815655e-02
970 2 186 -6.8298950791358948e-03
971 2 187 -6.4994352869689465e-03
972 2 188 -5.6209820322692394e-03
973 2 189 2.1608749404549599e-02
974 2 190 -6.6292597912251949e-03
975 2 191 3.4374620765447617e-02
976 2 192 -1.2823434080928564e-03
977 2 193 -1.9318649545311928e-02
978 2 194 -2.3547111079096794e-02
979 2 195 4.8980288207530975e-02
980 2 196 4.1606403887271881e-02
981 2 197 -1.4440836384892464e-02
982 2 198 -8.8419467210769653e-03
983 2 199 5.4623585194349289e-02
984 2 200 4.6668085269629955e-03
985 2 201 1.8386278301477432e-02
986 2 202 -4.5433603227138519e-02
987 2 203 6.5359612926840782e-03
988 2 204 9.6507398411631584e-03
989 2 205 3.0999222770333290e-02
990 2 206 1.4330719131976366e-03
991 2 207 1.6767956549301744e-03
992 2 208 6.8716164678335190e-03
993 2 209 3.7607826292514801e-02
994 2 210 4.1237184777855873e-03
995 2 211 4.0449094027280807e-02
996 2 212 3.9865449070930481e-02
997 2 213 3.6782961338758469e-02
998 2 214 6.5698334947228432e-03
999 2 215 6.4318538643419743e-03
1000 2 216 2.7565013617277145e-02
1001 2 217 6.1607401585206389e-04
1002 2 218 1.8555134534835815e-02
1003 2 219 4.9961041659116745e-02
1004 2 220 7.2728961706161499e-02
1005 2 221 -1.7507690063212067e-04
1006 2 222 -5.6344307959079742e-02
1007 2 223 -5.1341984421014786e-02
1008 2 224 4.5753423124551773e-02
1009 2 225 7.6049834489822388e-02
1010 2 226 -1.3121872209012508e-02
1011 2 227 -3.3254485577344894e-02
1012 2 228 8.0928288400173187e-02
1013 2 229 -4.3811902403831482e-02
1014 2 230 6.3396155834197998e-02
1015 2 231 2.1106937900185585e-02
1016 2 232 1.4915115199983120e-02
1017 2 233 1.3339648954570293e-02
1018 2 234 3.6671228706836700e-02
1019 2 235 4.0410537272691727e-02
1020 2 236 7.8381694853305817e-02
1021 2 237 -5.9005219489336014e-02
1022 2 238 -5.7372278533875942e-03
1023 2 239 5.3412541747093201e-02
1024 2 240 1.3663843274116516e-02
1025 2 241 5.1719140261411667e-02
1026 2 242 5.2274875342845917e-02
1027 2 243 8.9211925864219666e-02
1028 2 244 -3.6124824546277523e-03
1029 2 245 -1.7138369381427765e-02
1030 2 246 -1.0828100144863129e-02
1031 2 247 -6.9170564413070679e-02
1032 2 248 5.0288151949644089e-02
1033 2 249 1.9038297235965729e-02
1034 2 250 -2.5644265115261078e-02
1035 2 251 5.4179098457098007e-02
1036 2 252 2.7789244428277016e-02
1037 2 253 7.8437604010105133e-02
1038 2 254 4.1108118603006005e-04
1039 2 255 1.7821814864873886e-02
1040 2 256 2.7151724323630333e-02
1041 3 1 -2.0425428450107574e-01
1042 3 2 1.0298892110586166e-01
1043 3 3 3.7746414542198181e-02
1044 3 4 -9.7973860800266266e-02
1045 3 5 -2.9499989002943039e-02
1046 3 6 1.1888397485017776e-01
1047 3 7 1.8052151426672935e-02
1048 3 8 5.8296453207731247e-02
1049 3 9 1.4084368012845516e-02
1050 3 10 -1.8328458070755005e-02
