# global_node  layer_id  local_node  bias
849 2 65 -6.7995846271514893e-02
850 2 66 3.0033560469746590e-02
851 2 67 -8.2627786323428154e-03
852 2 68 -5.6468578986823559e-04
853 2 69 1.6301194205880165e-02
854 2 70 1.2134078890085220e-02
855 2 71 -4.8293354921042919e-03
856 2 72 7.4216127395629883e-03
857 2 73 4.5168109238147736e-02
858 2 74 2.8611680492758751e-02
859 2 75 -3.2433338463306427e-02
860 2 76 3.0017310753464699e-02
861 2 77 4.0883077308535576e-03
862 2 78 1.4090664684772491e-02
863 2 79 -2.1231068298220634e-02
864 2 80 6.6112510859966278e-02
865 2 81 6.7248302511870861e-03
866 2 82 -3.6595322191715240e-02
867 2 83 4.4463038444519043e-02
868 2 84 4.0135521441698074e-02
869 2 85 1.2666551768779755e-01
870 2 86 1.0163606703281403e-01
871 2 87 2.5988351553678513e-02
872 2 88 -1.9740985706448555e-02
873 2 89 3.5787229426205158e-03
874 2 90 6.0346003621816635e-02
875 2 91 -1.8193360418081284e-02
876 2 92 1.6532115638256073e-02
877 2 93 5.0383113324642181e-02
878 2 94 -2.9524907469749451e-02
879 2 95 -6.7536127753555775e-03
880 2 96 -2.5947231799364090e-02
881 2 97 -7.5483592227101326e-03
882 2 98 -8.0652564764022827e-02
883 2 99 -1.6959637869149446e-03
884 2 100 9.9960200488567352e-02
885 2 101 4.9379132688045502e-02
886 2 102 7.6985536143183708e-03
887 2 103 2.4103924632072449e-02
888 2 104 4.9359936267137527e-02
889 2 105 1.0793399997055531e-02
890 2 106 3.3210445195436478e-02
891 2 107 2.7416953817009926e-03
892 2 108 8.1812217831611633e-02
893 2 109 -1.1183968931436539e-01
894 2 110 7.0912404917180538e-03
895 2 111 6.5390542149543762e-03
896 2 112 -3.7995662540197372e-02
897 2 113 -6.0476060025393963e-03
898 2 114 -3.4633069299161434e-03
899 2 115 6.7546948790550232e-02
900 2 116 -1.3836707919836044e-02
901 2 117 3.1722988933324814e-03
902 2 118 4.1592158377170563e-02
903 2 119 -3.8737233262509108e-03
904 2 120 1.9339742138981819e-02
905 2 121 1.9781757146120071e-02
906 2 122 -9.2206224799156189e-03
907 2 123 -3.6974057555198669e-02
908 2 124 5.1122292876243591e-02
909 2 125 2.2634828463196754e-02
910 2 126 -1.4483360573649406e-02
911 2 127 3.7182975560426712e-02
912 2 128 1.9878637045621872e-02
913 2 129 9.9303565919399261e-02
914 2 130 9.8105922341346741e-02
915 2 131 3.6334369331598282e-02
916 2 132 -4.0814988315105438e-02
917 2 133 1.9888044334948063e-03
918 2 134 5.9752356261014938e-02
919 2 135 4.5337318442761898e-03
920 2 136 -7.3629327118396759e-02
921 2 137 -5.5221524089574814e-02
922 2 138 1.6253393143415451e-02
923 2 139 -4.3339066207408905e-02
924 2 140 1.5971228480339050e-02
925 2 141 2.9271014034748077e-02
926 2 142 -6.5348014235496521e-02
927 2 143 1.9134063273668289e-02
928 2 144 2.3340445011854172e-02
929 2 145 3.4072410315275192e-02
930 2 146 -5.9751328080892563e-03
931 2 147 -3.6749705672264099e-02
932 2 148 -5.6821525504346937e-05
933 2 149 3.5369072109460831e-02
934 2 150 -3.8234408944845200e-02
935 2 151 8.6463270708918571e-03
936 2 152 5.0147533416748047e-02
937 2 153 -4.8077683895826340e-03
938 2 154 5.6629981845617294e-02
939 2 155 -4.1355602443218231e-03
940 2 156 1.0272367857396603e-02
941 2 157 -4.4224895536899567e-02
942 2 158 3.5161197185516357e-02
943 2 159 6.4014017581939697e-02
944 2 160 6.9429308176040649e-02
945 2 161 -1.5127868391573429e-02
946 2 162 -1.1469069868326187e-02
947 2 163 -5.5955187417566776e-03
948 2 164 2.5563422590494156e-02
949 2 165 5.5482856929302216e-02
950 2 166 3.1821895390748978e-02
951 2 167 2.4345406563952565e-04
952 2 168 5.5863577872514725e-03
953 2 169 7.1812711656093597e-02
954 2 170 2.0423956215381622e-02
955 2 171 7.6323442161083221e-02
956 2 172 2.2721296176314354e-02
957 2 173 -1.5553045086562634e-02
958 2 174 7.2361662983894348e-02
959 2 175 4.8693644930608571e-04
960 2 176 -1.5006679110229015e-02
961 2 177 1.9619178492575884e-03
962 2 178 -5.0379997119307518e-03
963 2 179 1.0983759537339211e-02
964 2 180 2.4980107322335243e-02
965 2 181 2.7657432481646538e-02
966 2 182 -1.6884135082364082e-02
967 2 183 1.7834408208727837e-02
968 2 184 4.1168157011270523e-02
969 2 185 1.9754365086555481e-02
970 2 186 -2.5461588054895401e-02
971 2 187 -2.7371600270271301e-02
972 2 188 -1.2903334572911263e-02
973 2 189 2.9383314773440361e-02
974 2 190 -1.3383501209318638e-02
975 2 191 3.1453251838684082e-02
976 2 192 3.6419454962015152e-02
977 2 193 6.8085402250289917e-02
978 2 194 -2.4243151769042015e-02
979 2 195 -2.3866202682256699e-03
980 2 196 2.4764593690633774e-02
981 2 197 8.4886318072676659e-03
982 2 198 8.0026634037494659e-02
983 2 199 2.0395660772919655e-02
984 2 200 -1.1960777454078197e-02
985 2 201 -6.0893977060914040e-03
986 2 202 1.0323768947273493e-03
987 2 203 6.8233557045459747e-02
988 2 204 3.2369419932365417e-02
989 2 205 6.6927768290042877e-02
990 2 206 2.7176791802048683e-02
991 2 207 2.6671510189771652e-02
992 2 208 1.2307623401284218e-02
993 2 209 4.8971772193908691e-02
994 2 210 -1.7199548892676830e-03
995 2 211 -9.1115375980734825e-03
996 2 212 1.6422886401414871e-02
997 2 213 2.4035582318902016e-02
998 2 214 -2.4691788479685783e-02
999 2 215 -1.0923141613602638e-02
1000 2 216 2.8601337689906359e-03
1001 2 217 1.4152964949607849e-01
1002 2 218 -5.3391415625810623e-02
1003 2 219 -1.0128357447683811e-02
1004 2 220 4.8252698034048080e-02
1005 2 221 1.4493693597614765e-03
1006 2 222 -7.2022252716124058e-03
1007 2 223 -9.6804341301321983e-03
1008 2 224 3.2088361680507660e-02
1009 2 225 3.2450351864099503e-02
1010 2 226 -9.4233900308609009e-03
1011 2 227 6.8693920969963074e-02
1012 2 228 -4.4857710599899292e-02
1013 2 229 6.3007093966007233e-02
1014 2 230 4.2618706822395325e-02
1015 2 231 -4.9718294292688370e-02
1016 2 232 1.0415048338472843e-02
1017 2 233 -9.2589398846030235e-03
1018 2 234 -1.6372289508581161e-02
1019 2 235 -6.6895268857479095e-02
1020 2 236 1.0486847162246704e-01
1021 2 237 -3.4180283546447754e-02
1022 2 238 8.1892177462577820e-02
1023 2 239 3.6890480667352676e-02
1024 2 240 1.9064066931605339e-02
1025 2 241 1.2876098044216633e-03
1026 2 242 -6.4694718457758427e-03
1027 2 243 1.2555298162624240e-03
1028 2 244 -3.0849678441882133e-02
1029 2 245 2.1526556462049484e-02
1030 2 246 4.0218010544776917e-02
1031 2 247 7.8224809840321541e-03
1032 2 248 5.1774878054857254e-02
1033 2 249 -8.4588810801506042e-02
1034 2 250 -3.7326797842979431e-02
1035 2 251 -3.6720791831612587e-03
1036 2 252 4.2328394949436188e-02
1037 2 253 1.1039309203624725e-02
1038 2 254 -7.4918001890182495e-02
1039 2 255 -1.3211179524660110e-02
1040 2 256 -6.6619358956813812e-02
1041 3 1 -1.2796579301357269e-01
1042 3 2 7.7090799808502197e-02
1043 3 3 -6.4871579408645630e-02
1044 3 4 -9.9604927003383636e-02
1045 3 5 -3.4392431378364563e-02
1046 3 6 1.7372974753379822e-01
1047 3 7 2.0325748249888420e-02
1048 3 8 1.2697911262512207e-01
1049 3 9 8.6792493239045143e-03
1050 3 10 -7.9973936080932617e-02
